count_point_id,direction_of_travel,year,count_date,hour,region_id,region_name,local_authority_id,local_authority_name,road_name,road_type,start_junction_road_name,end_junction_road_name,easting,northing,latitude,longitude,link_length_km,link_length_miles,pedal_cycles,two_wheeled_motor_vehicles,cars_and_taxis,buses_and_coaches,lgvs,hgvs_2_rigid_axle,hgvs_3_rigid_axle,hgvs_4_or_more_rigid_axle,hgvs_3_or_4_articulated_axle,hgvs_5_articulated_axle,hgvs_6_articulated_axle,all_hgvs,all_motor_vehicles,day_of_week,month,is_weekend,hour_bin,total_vehicles,total_cycles,vehicle_density_km,hgv_dominant,mean_vehicles_by_direction,lat_lon_delta
6022,S,2019,2019-06-14,14,1,South West,5,Somerset,M5,Major,24,23,330800,134540,51.105963,-2.9897945,8.0,4.97,0,3,2759,13,371,34,13,5,11,68,40,171,3317,4,6,0,Afternoon,3317,0,414.625,0,1095.1927710843374,0.17448931612291713
6022,N,2019,2019-06-14,11,1,South West,5,Somerset,M5,Major,24,23,330800,134540,51.105963,-2.9897945,8.0,4.97,0,6,3446,39,426,68,26,21,10,85,69,279,4196,4,6,0,Morning,4196,0,524.5,0,1096.3680981595091,0.17448931612291713
6022,N,2019,2019-06-14,17,1,South West,5,Somerset,M5,Major,24,23,330800,134540,51.105963,-2.9897945,8.0,4.97,0,5,2553,14,343,38,7,4,9,36,21,115,3030,4,6,0,Afternoon,3030,0,378.75,0,1096.3680981595091,0.17448931612291713
6022,S,2019,2019-06-14,11,1,South West,5,Somerset,M5,Major,24,23,330800,134540,51.105963,-2.9897945,8.0,4.97,0,8,2804,21,442,33,8,10,23,63,39,176,3451,4,6,0,Morning,3451,0,431.375,0,1095.1927710843374,0.17448931612291713
6022,N,2019,2019-06-14,15,1,South West,5,Somerset,M5,Major,24,23,330800,134540,51.105963,-2.9897945,8.0,4.97,0,5,2703,20,481,75,23,30,9,45,48,230,3439,4,6,0,Afternoon,3439,0,429.875,0,1096.3680981595091,0.17448931612291713
6022,S,2019,2019-06-14,13,1,South West,5,Somerset,M5,Major,24,23,330800,134540,51.105963,-2.9897945,8.0,4.97,0,10,2944,8,413,36,8,7,13,67,41,172,3547,4,6,0,Afternoon,3547,0,443.375,0,1095.1927710843374,0.17448931612291713
6022,S,2019,2019-06-14,17,1,South West,5,Somerset,M5,Major,24,23,330800,134540,51.105963,-2.9897945,8.0,4.97,0,8,3309,20,397,18,4,1,14,43,26,106,3840,4,6,0,Afternoon,3840,0,480.0,0,1095.1927710843374,0.17448931612291713
6402,N,2019,2019-06-28,18,1,South West,5,Somerset,A38,Major,A371,A371,342111,155157,51.292587,-2.8315859,1.0,0.62,2,1,241,1,45,2,0,0,0,1,0,3,291,4,6,0,Evening,291,2,291.0,0,1096.3680981595091,0.4092002903977397
6402,N,2019,2019-06-28,12,1,South West,5,Somerset,A38,Major,A371,A371,342111,155157,51.292587,-2.8315859,1.0,0.62,1,0,266,2,77,7,3,1,3,1,1,16,361,4,6,0,Afternoon,361,1,361.0,0,1096.3680981595091,0.4092002903977397
6402,S,2019,2019-06-28,14,1,South West,5,Somerset,A38,Major,A371,A371,342111,155157,51.292587,-2.8315859,1.0,0.62,0,8,467,2,135,5,1,0,0,3,2,11,623,4,6,0,Afternoon,623,0,623.0,0,1095.1927710843374,0.4092002903977397
6402,S,2019,2019-06-28,8,1,South West,5,Somerset,A38,Major,A371,A371,342111,155157,51.292587,-2.8315859,1.0,0.62,1,3,222,2,81,11,2,3,1,1,1,19,327,4,6,0,Morning,327,1,327.0,0,1095.1927710843374,0.4092002903977397
6402,S,2019,2019-06-28,17,1,South West,5,Somerset,A38,Major,A371,A371,342111,155157,51.292587,-2.8315859,1.0,0.62,0,8,501,3,68,4,0,0,0,1,2,7,587,4,6,0,Afternoon,587,0,587.0,0,1095.1927710843374,0.4092002903977397
6402,N,2019,2019-06-28,17,1,South West,5,Somerset,A38,Major,A371,A371,342111,155157,51.292587,-2.8315859,1.0,0.62,1,3,333,4,50,1,0,1,3,0,0,5,395,4,6,0,Afternoon,395,1,395.0,0,1096.3680981595091,0.4092002903977397
6402,N,2019,2019-06-28,10,1,South West,5,Somerset,A38,Major,A371,A371,342111,155157,51.292587,-2.8315859,1.0,0.62,2,3,268,2,45,10,1,0,0,2,1,14,332,4,6,0,Morning,332,2,332.0,0,1096.3680981595091,0.4092002903977397
6402,N,2019,2019-06-28,14,1,South West,5,Somerset,A38,Major,A371,A371,342111,155157,51.292587,-2.8315859,1.0,0.62,0,1,337,1,72,9,3,4,0,5,1,22,433,4,6,0,Afternoon,433,0,433.0,0,1096.3680981595091,0.4092002903977397
6402,S,2019,2019-06-28,9,1,South West,5,Somerset,A38,Major,A371,A371,342111,155157,51.292587,-2.8315859,1.0,0.62,0,0,217,0,61,8,0,0,0,0,0,8,286,4,6,0,Morning,286,0,286.0,0,1095.1927710843374,0.4092002903977397
6402,S,2019,2019-06-28,7,1,South West,5,Somerset,A38,Major,A371,A371,342111,155157,51.292587,-2.8315859,1.0,0.62,3,2,178,4,64,5,0,7,0,7,4,23,271,4,6,0,Morning,271,3,271.0,0,1095.1927710843374,0.4092002903977397
6402,S,2019,2019-06-28,10,1,South West,5,Somerset,A38,Major,A371,A371,342111,155157,51.292587,-2.8315859,1.0,0.62,0,7,300,3,45,7,0,0,0,2,1,10,365,4,6,0,Morning,365,0,365.0,0,1095.1927710843374,0.4092002903977397
6402,N,2019,2019-06-28,13,1,South West,5,Somerset,A38,Major,A371,A371,342111,155157,51.292587,-2.8315859,1.0,0.62,0,1,301,2,70,7,1,3,2,1,0,14,388,4,6,0,Afternoon,388,0,388.0,0,1096.3680981595091,0.4092002903977397
6402,N,2019,2019-06-28,7,1,South West,5,Somerset,A38,Major,A371,A371,342111,155157,51.292587,-2.8315859,1.0,0.62,1,6,254,5,100,0,0,2,1,5,0,8,373,4,6,0,Morning,373,1,373.0,0,1096.3680981595091,0.4092002903977397
6402,N,2019,2019-06-28,8,1,South West,5,Somerset,A38,Major,A371,A371,342111,155157,51.292587,-2.8315859,1.0,0.62,0,2,254,1,72,9,0,4,0,0,0,13,342,4,6,0,Morning,342,0,342.0,0,1096.3680981595091,0.4092002903977397
6402,N,2019,2019-06-28,11,1,South West,5,Somerset,A38,Major,A371,A371,342111,155157,51.292587,-2.8315859,1.0,0.62,2,6,287,3,55,8,1,4,1,3,0,17,368,4,6,0,Morning,368,2,368.0,0,1096.3680981595091,0.4092002903977397
6402,S,2019,2019-06-28,18,1,South West,5,Somerset,A38,Major,A371,A371,342111,155157,51.292587,-2.8315859,1.0,0.62,0,11,425,2,53,4,0,1,0,0,2,7,498,4,6,0,Evening,498,0,498.0,0,1095.1927710843374,0.4092002903977397
6402,S,2019,2019-06-28,11,1,South West,5,Somerset,A38,Major,A371,A371,342111,155157,51.292587,-2.8315859,1.0,0.62,1,5,250,2,55,8,3,1,0,0,1,13,325,4,6,0,Morning,325,1,325.0,0,1095.1927710843374,0.4092002903977397
6402,N,2019,2019-06-28,16,1,South West,5,Somerset,A38,Major,A371,A371,342111,155157,51.292587,-2.8315859,1.0,0.62,0,5,344,2,82,3,0,0,1,4,0,8,441,4,6,0,Afternoon,441,0,441.0,0,1096.3680981595091,0.4092002903977397
6402,S,2019,2019-06-28,12,1,South West,5,Somerset,A38,Major,A371,A371,342111,155157,51.292587,-2.8315859,1.0,0.62,2,4,378,3,69,9,3,1,0,2,3,18,472,4,6,0,Afternoon,472,2,472.0,0,1095.1927710843374,0.4092002903977397
6402,S,2019,2019-06-28,15,1,South West,5,Somerset,A38,Major,A371,A371,342111,155157,51.292587,-2.8315859,1.0,0.62,0,2,484,3,132,4,2,1,1,1,5,14,635,4,6,0,Afternoon,635,0,635.0,0,1095.1927710843374,0.4092002903977397
6402,N,2019,2019-06-28,15,1,South West,5,Somerset,A38,Major,A371,A371,342111,155157,51.292587,-2.8315859,1.0,0.62,0,4,321,4,74,1,0,0,0,2,0,3,406,4,6,0,Afternoon,406,0,406.0,0,1096.3680981595091,0.4092002903977397
6402,N,2019,2019-06-28,9,1,South West,5,Somerset,A38,Major,A371,A371,342111,155157,51.292587,-2.8315859,1.0,0.62,1,3,219,3,50,7,1,3,0,1,3,15,290,4,6,0,Morning,290,1,290.0,0,1096.3680981595091,0.4092002903977397
6402,S,2019,2019-06-28,13,1,South West,5,Somerset,A38,Major,A371,A371,342111,155157,51.292587,-2.8315859,1.0,0.62,3,10,455,3,90,4,1,1,1,1,1,9,567,4,6,0,Afternoon,567,3,567.0,0,1095.1927710843374,0.4092002903977397
6402,S,2019,2019-06-28,16,1,South West,5,Somerset,A38,Major,A371,A371,342111,155157,51.292587,-2.8315859,1.0,0.62,1,4,529,4,109,1,0,1,0,0,3,5,651,4,6,0,Afternoon,651,1,651.0,0,1095.1927710843374,0.4092002903977397
6409,S,2019,2019-07-17,18,1,South West,71,Devon,A38,Major,B3380 Cave Inn Rndbt,B3352,274755,68031,50.498651,-3.7672857,2.2,1.37,0,11,1189,9,292,16,2,3,4,22,3,50,1551,2,7,0,Evening,1551,0,704.9999999999999,0,1095.1927710843374,0.8180585355707953
6409,S,2019,2019-07-17,13,1,South West,71,Devon,A38,Major,B3380 Cave Inn Rndbt,B3352,274755,68031,50.498651,-3.7672857,2.2,1.37,0,13,931,4,269,54,5,8,4,34,14,119,1336,2,7,0,Afternoon,1336,0,607.2727272727273,0,1095.1927710843374,0.8180585355707953
6409,N,2019,2019-07-17,8,1,South West,71,Devon,A38,Major,B3380 Cave Inn Rndbt,B3352,274755,68031,50.498651,-3.7672857,2.2,1.37,0,14,1486,11,448,71,7,12,4,44,16,154,2113,2,7,0,Morning,2113,0,960.4545454545454,0,1096.3680981595091,0.8180585355707953
6409,N,2019,2019-07-17,17,1,South West,71,Devon,A38,Major,B3380 Cave Inn Rndbt,B3352,274755,68031,50.498651,-3.7672857,2.2,1.37,0,16,1375,7,414,49,3,2,5,18,7,84,1896,2,7,0,Afternoon,1896,0,861.8181818181818,0,1096.3680981595091,0.8180585355707953
6409,S,2019,2019-07-17,17,1,South West,71,Devon,A38,Major,B3380 Cave Inn Rndbt,B3352,274755,68031,50.498651,-3.7672857,2.2,1.37,0,23,1855,6,531,37,8,6,1,22,8,82,2497,2,7,0,Afternoon,2497,0,1135.0,0,1095.1927710843374,0.8180585355707953
6409,N,2019,2019-07-17,11,1,South West,71,Devon,A38,Major,B3380 Cave Inn Rndbt,B3352,274755,68031,50.498651,-3.7672857,2.2,1.37,0,11,957,5,324,51,12,9,11,44,19,146,1443,2,7,0,Morning,1443,0,655.9090909090909,0,1096.3680981595091,0.8180585355707953
6409,N,2019,2019-07-17,16,1,South West,71,Devon,A38,Major,B3380 Cave Inn Rndbt,B3352,274755,68031,50.498651,-3.7672857,2.2,1.37,0,19,1228,11,436,46,13,9,10,30,16,124,1818,2,7,0,Afternoon,1818,0,826.3636363636363,0,1096.3680981595091,0.8180585355707953
6409,S,2019,2019-07-17,11,1,South West,71,Devon,A38,Major,B3380 Cave Inn Rndbt,B3352,274755,68031,50.498651,-3.7672857,2.2,1.37,0,4,959,6,287,54,12,10,9,33,17,135,1391,2,7,0,Morning,1391,0,632.2727272727273,0,1095.1927710843374,0.8180585355707953
6409,N,2019,2019-07-17,18,1,South West,71,Devon,A38,Major,B3380 Cave Inn Rndbt,B3352,274755,68031,50.498651,-3.7672857,2.2,1.37,0,9,963,3,227,21,4,5,2,14,5,51,1253,2,7,0,Evening,1253,0,569.5454545454545,0,1096.3680981595091,0.8180585355707953
6409,S,2019,2019-07-17,12,1,South West,71,Devon,A38,Major,B3380 Cave Inn Rndbt,B3352,274755,68031,50.498651,-3.7672857,2.2,1.37,0,16,906,5,307,59,9,10,4,27,18,127,1361,2,7,0,Afternoon,1361,0,618.6363636363636,0,1095.1927710843374,0.8180585355707953
6409,N,2019,2019-07-17,9,1,South West,71,Devon,A38,Major,B3380 Cave Inn Rndbt,B3352,274755,68031,50.498651,-3.7672857,2.2,1.37,0,6,1140,8,352,57,8,10,15,47,23,160,1666,2,7,0,Morning,1666,0,757.2727272727273,0,1096.3680981595091,0.8180585355707953
6409,N,2019,2019-07-17,13,1,South West,71,Devon,A38,Major,B3380 Cave Inn Rndbt,B3352,274755,68031,50.498651,-3.7672857,2.2,1.37,0,11,912,4,325,65,12,12,4,42,17,152,1404,2,7,0,Afternoon,1404,0,638.1818181818181,0,1096.3680981595091,0.8180585355707953
6409,S,2019,2019-07-17,8,1,South West,71,Devon,A38,Major,B3380 Cave Inn Rndbt,B3352,274755,68031,50.498651,-3.7672857,2.2,1.37,0,4,1224,8,501,67,12,13,11,46,16,165,1902,2,7,0,Morning,1902,0,864.5454545454545,0,1095.1927710843374,0.8180585355707953
6409,S,2019,2019-07-17,14,1,South West,71,Devon,A38,Major,B3380 Cave Inn Rndbt,B3352,274755,68031,50.498651,-3.7672857,2.2,1.37,0,11,990,7,326,62,8,12,9,34,19,144,1478,2,7,0,Afternoon,1478,0,671.8181818181818,0,1095.1927710843374,0.8180585355707953
6409,N,2019,2019-07-17,12,1,South West,71,Devon,A38,Major,B3380 Cave Inn Rndbt,B3352,274755,68031,50.498651,-3.7672857,2.2,1.37,0,7,995,4,309,85,7,11,16,62,14,195,1510,2,7,0,Afternoon,1510,0,686.3636363636363,0,1096.3680981595091,0.8180585355707953
6409,S,2019,2019-07-17,10,1,South West,71,Devon,A38,Major,B3380 Cave Inn Rndbt,B3352,274755,68031,50.498651,-3.7672857,2.2,1.37,0,9,969,11,349,46,7,15,3,56,23,150,1488,2,7,0,Morning,1488,0,676.3636363636363,0,1095.1927710843374,0.8180585355707953
6409,S,2019,2019-07-17,15,1,South West,71,Devon,A38,Major,B3380 Cave Inn Rndbt,B3352,274755,68031,50.498651,-3.7672857,2.2,1.37,0,17,1126,6,383,55,8,10,9,27,11,120,1652,2,7,0,Afternoon,1652,0,750.9090909090909,0,1095.1927710843374,0.8180585355707953
6409,N,2019,2019-07-17,14,1,South West,71,Devon,A38,Major,B3380 Cave Inn Rndbt,B3352,274755,68031,50.498651,-3.7672857,2.2,1.37,0,4,952,11,356,82,8,11,8,37,15,161,1484,2,7,0,Afternoon,1484,0,674.5454545454545,0,1096.3680981595091,0.8180585355707953
6409,N,2019,2019-07-17,15,1,South West,71,Devon,A38,Major,B3380 Cave Inn Rndbt,B3352,274755,68031,50.498651,-3.7672857,2.2,1.37,0,9,1087,11,433,47,11,10,11,36,18,133,1673,2,7,0,Afternoon,1673,0,760.4545454545454,0,1096.3680981595091,0.8180585355707953
6409,N,2019,2019-07-17,10,1,South West,71,Devon,A38,Major,B3380 Cave Inn Rndbt,B3352,274755,68031,50.498651,-3.7672857,2.2,1.37,0,9,1122,4,302,51,15,9,10,54,16,155,1592,2,7,0,Morning,1592,0,723.6363636363636,0,1096.3680981595091,0.8180585355707953
6409,S,2019,2019-07-17,7,1,South West,71,Devon,A38,Major,B3380 Cave Inn Rndbt,B3352,274755,68031,50.498651,-3.7672857,2.2,1.37,0,10,918,2,545,56,19,14,9,68,10,176,1651,2,7,0,Morning,1651,0,750.4545454545454,0,1095.1927710843374,0.8180585355707953
6409,S,2019,2019-07-17,16,1,South West,71,Devon,A38,Major,B3380 Cave Inn Rndbt,B3352,274755,68031,50.498651,-3.7672857,2.2,1.37,0,20,1530,13,543,52,9,15,4,18,8,106,2212,2,7,0,Afternoon,2212,0,1005.4545454545454,0,1095.1927710843374,0.8180585355707953
6409,S,2019,2019-07-17,9,1,South West,71,Devon,A38,Major,B3380 Cave Inn Rndbt,B3352,274755,68031,50.498651,-3.7672857,2.2,1.37,0,11,997,16,403,73,13,10,2,47,13,158,1585,2,7,0,Morning,1585,0,720.4545454545454,0,1095.1927710843374,0.8180585355707953
6409,N,2019,2019-07-17,7,1,South West,71,Devon,A38,Major,B3380 Cave Inn Rndbt,B3352,274755,68031,50.498651,-3.7672857,2.2,1.37,0,23,1572,12,601,43,13,20,4,23,15,118,2326,2,7,0,Morning,2326,0,1057.2727272727273,0,1096.3680981595091,0.8180585355707953
6418,N,2019,2019-09-05,17,1,South West,71,Devon,A39,Major,Westaway Plain,B3230,256227,135239,51.09838,-4.0546912,0.8,0.5,9,8,439,2,71,0,0,0,0,0,1,1,521,3,9,0,Afternoon,521,9,651.25,0,1096.3680981595091,0.9081832293055841
6418,S,2019,2019-09-05,8,1,South West,71,Devon,A39,Major,Westaway Plain,B3230,256227,135239,51.09838,-4.0546912,0.8,0.5,1,3,395,2,58,4,0,0,0,1,0,5,463,3,9,0,Morning,463,1,578.75,0,1095.1927710843374,0.9081832293055841
6418,N,2019,2019-09-05,10,1,South West,71,Devon,A39,Major,Westaway Plain,B3230,256227,135239,51.09838,-4.0546912,0.8,0.5,1,5,220,2,51,6,1,0,0,1,0,8,286,3,9,0,Morning,286,1,357.5,0,1096.3680981595091,0.9081832293055841
6418,S,2019,2019-09-05,17,1,South West,71,Devon,A39,Major,Westaway Plain,B3230,256227,135239,51.09838,-4.0546912,0.8,0.5,1,5,145,2,79,1,0,0,0,0,0,1,232,3,9,0,Afternoon,232,1,290.0,0,1095.1927710843374,0.9081832293055841
6418,N,2019,2019-09-05,11,1,South West,71,Devon,A39,Major,Westaway Plain,B3230,256227,135239,51.09838,-4.0546912,0.8,0.5,4,4,279,1,47,6,1,2,0,0,0,9,340,3,9,0,Morning,340,4,425.0,0,1096.3680981595091,0.9081832293055841
6418,S,2019,2019-09-05,14,1,South West,71,Devon,A39,Major,Westaway Plain,B3230,256227,135239,51.09838,-4.0546912,0.8,0.5,0,2,211,2,63,4,3,1,1,0,0,9,287,3,9,0,Afternoon,287,0,358.75,0,1095.1927710843374,0.9081832293055841
6418,N,2019,2019-09-05,14,1,South West,71,Devon,A39,Major,Westaway Plain,B3230,256227,135239,51.09838,-4.0546912,0.8,0.5,0,4,286,1,75,3,0,0,0,0,0,3,369,3,9,0,Afternoon,369,0,461.25,0,1096.3680981595091,0.9081832293055841
6418,S,2019,2019-09-05,11,1,South West,71,Devon,A39,Major,Westaway Plain,B3230,256227,135239,51.09838,-4.0546912,0.8,0.5,4,6,251,1,76,6,2,0,0,0,0,8,342,3,9,0,Morning,342,4,427.5,0,1095.1927710843374,0.9081832293055841
6418,N,2019,2019-09-05,8,1,South West,71,Devon,A39,Major,Westaway Plain,B3230,256227,135239,51.09838,-4.0546912,0.8,0.5,0,0,177,2,81,5,1,0,0,0,0,6,266,3,9,0,Morning,266,0,332.5,0,1096.3680981595091,0.9081832293055841
6418,S,2019,2019-09-05,10,1,South West,71,Devon,A39,Major,Westaway Plain,B3230,256227,135239,51.09838,-4.0546912,0.8,0.5,0,4,339,3,43,2,2,1,1,1,0,7,396,3,9,0,Morning,396,0,495.0,0,1095.1927710843374,0.9081832293055841
6418,S,2019,2019-09-05,12,1,South West,71,Devon,A39,Major,Westaway Plain,B3230,256227,135239,51.09838,-4.0546912,0.8,0.5,1,2,238,0,79,2,0,0,0,0,0,2,321,3,9,0,Afternoon,321,1,401.25,0,1095.1927710843374,0.9081832293055841
6418,N,2019,2019-09-05,7,1,South West,71,Devon,A39,Major,Westaway Plain,B3230,256227,135239,51.09838,-4.0546912,0.8,0.5,0,4,148,2,55,2,1,1,1,1,0,6,215,3,9,0,Morning,215,0,268.75,0,1096.3680981595091,0.9081832293055841
6418,S,2019,2019-09-05,13,1,South West,71,Devon,A39,Major,Westaway Plain,B3230,256227,135239,51.09838,-4.0546912,0.8,0.5,0,0,222,2,39,2,3,2,0,0,0,7,270,3,9,0,Afternoon,270,0,337.5,0,1095.1927710843374,0.9081832293055841
6418,N,2019,2019-09-05,15,1,South West,71,Devon,A39,Major,Westaway Plain,B3230,256227,135239,51.09838,-4.0546912,0.8,0.5,0,6,308,3,70,5,0,1,2,0,0,8,395,3,9,0,Afternoon,395,0,493.75,0,1096.3680981595091,0.9081832293055841
6418,N,2019,2019-09-05,18,1,South West,71,Devon,A39,Major,Westaway Plain,B3230,256227,135239,51.09838,-4.0546912,0.8,0.5,29,1,320,2,14,0,0,0,0,0,0,0,337,3,9,0,Evening,337,29,421.25,0,1096.3680981595091,0.9081832293055841
6418,S,2019,2019-09-05,16,1,South West,71,Devon,A39,Major,Westaway Plain,B3230,256227,135239,51.09838,-4.0546912,0.8,0.5,1,6,325,6,50,1,0,0,0,0,0,1,388,3,9,0,Afternoon,388,1,485.0,0,1095.1927710843374,0.9081832293055841
6418,S,2019,2019-09-05,7,1,South West,71,Devon,A39,Major,Westaway Plain,B3230,256227,135239,51.09838,-4.0546912,0.8,0.5,2,4,273,0,91,1,2,1,1,0,0,5,373,3,9,0,Morning,373,2,466.25,0,1095.1927710843374,0.9081832293055841
6418,S,2019,2019-09-05,15,1,South West,71,Devon,A39,Major,Westaway Plain,B3230,256227,135239,51.09838,-4.0546912,0.8,0.5,0,3,313,2,49,4,3,1,0,0,1,9,376,3,9,0,Afternoon,376,0,470.0,0,1095.1927710843374,0.9081832293055841
6418,N,2019,2019-09-05,9,1,South West,71,Devon,A39,Major,Westaway Plain,B3230,256227,135239,51.09838,-4.0546912,0.8,0.5,6,1,166,2,79,4,0,0,1,0,0,5,253,3,9,0,Morning,253,6,316.25,0,1096.3680981595091,0.9081832293055841
6418,S,2019,2019-09-05,9,1,South West,71,Devon,A39,Major,Westaway Plain,B3230,256227,135239,51.09838,-4.0546912,0.8,0.5,1,3,341,2,50,4,2,1,1,1,0,9,405,3,9,0,Morning,405,1,506.25,0,1095.1927710843374,0.9081832293055841
6418,N,2019,2019-09-05,13,1,South West,71,Devon,A39,Major,Westaway Plain,B3230,256227,135239,51.09838,-4.0546912,0.8,0.5,0,2,264,1,37,3,3,2,0,0,0,8,312,3,9,0,Afternoon,312,0,390.0,0,1096.3680981595091,0.9081832293055841
6418,S,2019,2019-09-05,18,1,South West,71,Devon,A39,Major,Westaway Plain,B3230,256227,135239,51.09838,-4.0546912,0.8,0.5,5,8,139,0,31,1,0,0,1,3,0,5,183,3,9,0,Evening,183,5,228.75,0,1095.1927710843374,0.9081832293055841
6418,N,2019,2019-09-05,12,1,South West,71,Devon,A39,Major,Westaway Plain,B3230,256227,135239,51.09838,-4.0546912,0.8,0.5,2,5,246,2,42,2,2,1,0,0,0,5,300,3,9,0,Afternoon,300,2,375.0,0,1096.3680981595091,0.9081832293055841
6418,N,2019,2019-09-05,16,1,South West,71,Devon,A39,Major,Westaway Plain,B3230,256227,135239,51.09838,-4.0546912,0.8,0.5,4,3,351,0,81,1,0,1,0,0,0,2,437,3,9,0,Afternoon,437,4,546.25,0,1096.3680981595091,0.9081832293055841
6961,S,2019,2019-06-25,18,1,South West,210,Dorset,A352,Major,C19 Crossroads,B3146 Crossroads,365527,104991,50.843408,-2.4909904,9.5,5.9,1,2,35,1,5,0,0,0,0,0,0,0,43,1,6,0,Evening,43,1,4.526315789473684,0,1095.1927710843374,0.6848730041739123
6961,N,2019,2019-06-25,14,1,South West,210,Dorset,A352,Major,C19 Crossroads,B3146 Crossroads,365527,104991,50.843408,-2.4909904,9.5,5.9,0,2,41,1,8,0,1,0,0,0,0,1,53,1,6,0,Afternoon,53,0,5.578947368421052,0,1096.3680981595091,0.6848730041739123
6961,N,2019,2019-06-25,15,1,South West,210,Dorset,A352,Major,C19 Crossroads,B3146 Crossroads,365527,104991,50.843408,-2.4909904,9.5,5.9,1,0,46,0,15,0,2,0,0,0,1,3,64,1,6,0,Afternoon,64,1,6.7368421052631575,0,1096.3680981595091,0.6848730041739123
6961,N,2019,2019-06-25,18,1,South West,210,Dorset,A352,Major,C19 Crossroads,B3146 Crossroads,365527,104991,50.843408,-2.4909904,9.5,5.9,3,0,28,1,2,0,0,0,0,0,0,0,31,1,6,0,Evening,31,3,3.263157894736842,0,1096.3680981595091,0.6848730041739123
6961,S,2019,2019-06-25,7,1,South West,210,Dorset,A352,Major,C19 Crossroads,B3146 Crossroads,365527,104991,50.843408,-2.4909904,9.5,5.9,0,0,18,2,7,0,1,0,0,0,0,1,28,1,6,0,Morning,28,0,2.9473684210526314,0,1095.1927710843374,0.6848730041739123
6961,N,2019,2019-06-25,12,1,South West,210,Dorset,A352,Major,C19 Crossroads,B3146 Crossroads,365527,104991,50.843408,-2.4909904,9.5,5.9,4,0,36,0,7,0,0,0,0,0,0,0,43,1,6,0,Afternoon,43,4,4.526315789473684,0,1096.3680981595091,0.6848730041739123
6961,N,2019,2019-06-25,9,1,South West,210,Dorset,A352,Major,C19 Crossroads,B3146 Crossroads,365527,104991,50.843408,-2.4909904,9.5,5.9,0,1,28,0,7,3,0,1,1,0,2,7,43,1,6,0,Morning,43,0,4.526315789473684,0,1096.3680981595091,0.6848730041739123
6961,N,2019,2019-06-25,16,1,South West,210,Dorset,A352,Major,C19 Crossroads,B3146 Crossroads,365527,104991,50.843408,-2.4909904,9.5,5.9,1,0,50,2,15,3,0,0,1,0,1,5,72,1,6,0,Afternoon,72,1,7.578947368421052,0,1096.3680981595091,0.6848730041739123
6961,S,2019,2019-06-25,16,1,South West,210,Dorset,A352,Major,C19 Crossroads,B3146 Crossroads,365527,104991,50.843408,-2.4909904,9.5,5.9,0,1,43,1,23,0,0,0,0,0,0,0,68,1,6,0,Afternoon,68,0,7.157894736842105,0,1095.1927710843374,0.6848730041739123
6961,N,2019,2019-06-25,13,1,South West,210,Dorset,A352,Major,C19 Crossroads,B3146 Crossroads,365527,104991,50.843408,-2.4909904,9.5,5.9,2,1,24,0,10,2,2,1,1,0,0,6,41,1,6,0,Afternoon,41,2,4.315789473684211,0,1096.3680981595091,0.6848730041739123
6961,S,2019,2019-06-25,10,1,South West,210,Dorset,A352,Major,C19 Crossroads,B3146 Crossroads,365527,104991,50.843408,-2.4909904,9.5,5.9,0,0,55,2,9,5,0,0,0,0,1,6,72,1,6,0,Morning,72,0,7.578947368421052,0,1095.1927710843374,0.6848730041739123
6961,N,2019,2019-06-25,8,1,South West,210,Dorset,A352,Major,C19 Crossroads,B3146 Crossroads,365527,104991,50.843408,-2.4909904,9.5,5.9,0,1,33,0,19,1,1,0,0,0,0,2,55,1,6,0,Morning,55,0,5.7894736842105265,0,1096.3680981595091,0.6848730041739123
6961,N,2019,2019-06-25,10,1,South West,210,Dorset,A352,Major,C19 Crossroads,B3146 Crossroads,365527,104991,50.843408,-2.4909904,9.5,5.9,1,0,41,1,10,1,0,0,0,0,1,2,54,1,6,0,Morning,54,1,5.684210526315789,0,1096.3680981595091,0.6848730041739123
6961,S,2019,2019-06-25,17,1,South West,210,Dorset,A352,Major,C19 Crossroads,B3146 Crossroads,365527,104991,50.843408,-2.4909904,9.5,5.9,0,0,44,0,15,0,1,0,0,0,0,1,60,1,6,0,Afternoon,60,0,6.315789473684211,0,1095.1927710843374,0.6848730041739123
6961,N,2019,2019-06-25,17,1,South West,210,Dorset,A352,Major,C19 Crossroads,B3146 Crossroads,365527,104991,50.843408,-2.4909904,9.5,5.9,1,1,47,0,13,1,0,0,0,0,0,1,62,1,6,0,Afternoon,62,1,6.526315789473684,0,1096.3680981595091,0.6848730041739123
6961,S,2019,2019-06-25,15,1,South West,210,Dorset,A352,Major,C19 Crossroads,B3146 Crossroads,365527,104991,50.843408,-2.4909904,9.5,5.9,0,0,33,0,11,1,0,0,0,0,0,1,45,1,6,0,Afternoon,45,0,4.7368421052631575,0,1095.1927710843374,0.6848730041739123
6961,S,2019,2019-06-25,12,1,South West,210,Dorset,A352,Major,C19 Crossroads,B3146 Crossroads,365527,104991,50.843408,-2.4909904,9.5,5.9,0,0,36,0,9,0,0,0,0,0,0,0,45,1,6,0,Afternoon,45,0,4.7368421052631575,0,1095.1927710843374,0.6848730041739123
