"count_point_id","direction_of_travel","year","count_date","hour","region_id","region_name","local_authority_id","local_authority_name","road_name","road_type","start_junction_road_name","end_junction_road_name","easting","northing","latitude","longitude","link_length_km","link_length_miles","pedal_cycles","two_wheeled_motor_vehicles","cars_and_taxis","buses_and_coaches","lgvs","hgvs_2_rigid_axle","hgvs_3_rigid_axle","hgvs_4_or_more_rigid_axle","hgvs_3_or_4_articulated_axle","hgvs_5_articulated_axle","hgvs_6_articulated_axle","all_hgvs","all_motor_vehicles"
7127,"N",2019,"2019-04-03",15,1,"South West",68,"Wiltshire","A350","Major","B4158","M4 Jn 17",391180,175600,51.47928700,-2.12839600,4.50,2.80,1,2,1044,15,282,52,12,4,7,28,12,115,1458
7127,"S",2019,"2019-04-03",7,1,"South West",68,"Wiltshire","A350","Major","B4158","M4 Jn 17",391180,175600,51.47928700,-2.12839600,4.50,2.80,0,4,1001,5,257,17,4,8,8,28,15,80,1347
7127,"S",2019,"2019-04-03",17,1,"South West",68,"Wiltshire","A350","Major","B4158","M4 Jn 17",391180,175600,51.47928700,-2.12839600,4.50,2.80,1,6,1610,5,204,10,9,1,0,19,15,54,1879
7127,"S",2019,"2019-04-03",10,1,"South West",68,"Wiltshire","A350","Major","B4158","M4 Jn 17",391180,175600,51.47928700,-2.12839600,4.50,2.80,3,0,702,3,216,34,12,6,13,24,20,109,1030
7127,"S",2019,"2019-04-03",11,1,"South West",68,"Wiltshire","A350","Major","B4158","M4 Jn 17",391180,175600,51.47928700,-2.12839600,4.50,2.80,0,0,744,4,191,18,4,8,5,20,27,82,1021
7127,"N",2019,"2019-04-03",10,1,"South West",68,"Wiltshire","A350","Major","B4158","M4 Jn 17",391180,175600,51.47928700,-2.12839600,4.50,2.80,0,2,676,6,188,29,6,6,12,30,17,100,972
7127,"N",2019,"2019-04-03",11,1,"South West",68,"Wiltshire","A350","Major","B4158","M4 Jn 17",391180,175600,51.47928700,-2.12839600,4.50,2.80,0,4,714,3,236,37,12,11,8,22,15,105,1062
7127,"N",2019,"2019-04-03",13,1,"South West",68,"Wiltshire","A350","Major","B4158","M4 Jn 17",391180,175600,51.47928700,-2.12839600,4.50,2.80,0,3,746,4,191,28,6,9,5,33,20,101,1045
7127,"S",2019,"2019-04-03",9,1,"South West",68,"Wiltshire","A350","Major","B4158","M4 Jn 17",391180,175600,51.47928700,-2.12839600,4.50,2.80,1,2,919,3,245,42,5,11,1,34,18,111,1280
7127,"N",2019,"2019-04-03",8,1,"South West",68,"Wiltshire","A350","Major","B4158","M4 Jn 17",391180,175600,51.47928700,-2.12839600,4.50,2.80,0,9,1507,11,236,33,7,11,5,37,9,102,1865
7127,"N",2019,"2019-04-03",9,1,"South West",68,"Wiltshire","A350","Major","B4158","M4 Jn 17",391180,175600,51.47928700,-2.12839600,4.50,2.80,0,2,863,21,216,29,7,12,10,40,16,114,1216
7127,"S",2019,"2019-04-03",15,1,"South West",68,"Wiltshire","A350","Major","B4158","M4 Jn 17",391180,175600,51.47928700,-2.12839600,4.50,2.80,1,2,1088,11,202,17,6,10,4,17,22,76,1379
7127,"N",2019,"2019-04-03",12,1,"South West",68,"Wiltshire","A350","Major","B4158","M4 Jn 17",391180,175600,51.47928700,-2.12839600,4.50,2.80,0,5,806,3,187,29,5,2,4,29,8,77,1078
7127,"N",2019,"2019-04-03",18,1,"South West",68,"Wiltshire","A350","Major","B4158","M4 Jn 17",391180,175600,51.47928700,-2.12839600,4.50,2.80,0,5,848,8,97,11,0,0,3,20,9,43,1001
7568,"E",2019,"2019-04-25",7,1,"South West",68,"Wiltshire","A3026","Major","A342","A338",424570,149740,51.24630800,-1.64937410,3.40,2.11,9,1,190,4,45,2,1,0,0,0,0,3,243
7568,"E",2019,"2019-04-25",15,1,"South West",68,"Wiltshire","A3026","Major","A342","A338",424570,149740,51.24630800,-1.64937410,3.40,2.11,0,0,172,6,18,3,3,0,0,0,0,6,202
7568,"W",2019,"2019-04-25",13,1,"South West",68,"Wiltshire","A3026","Major","A342","A338",424570,149740,51.24630800,-1.64937410,3.40,2.11,0,1,130,4,21,5,1,10,0,0,0,16,172
7568,"E",2019,"2019-04-25",12,1,"South West",68,"Wiltshire","A3026","Major","A342","A338",424570,149740,51.24630800,-1.64937410,3.40,2.11,0,1,106,4,25,5,5,0,0,0,0,10,146
7568,"E",2019,"2019-04-25",9,1,"South West",68,"Wiltshire","A3026","Major","A342","A338",424570,149740,51.24630800,-1.64937410,3.40,2.11,2,1,109,4,23,2,1,2,0,0,0,5,142
7568,"W",2019,"2019-04-25",16,1,"South West",68,"Wiltshire","A3026","Major","A342","A338",424570,149740,51.24630800,-1.64937410,3.40,2.11,0,0,199,5,36,0,0,0,0,0,0,0,240
7568,"E",2019,"2019-04-25",17,1,"South West",68,"Wiltshire","A3026","Major","A342","A338",424570,149740,51.24630800,-1.64937410,3.40,2.11,3,2,205,2,28,0,0,0,0,1,0,1,238
7568,"E",2019,"2019-04-25",18,1,"South West",68,"Wiltshire","A3026","Major","A342","A338",424570,149740,51.24630800,-1.64937410,3.40,2.11,3,4,184,5,22,0,0,0,0,0,0,0,215
7568,"W",2019,"2019-04-25",15,1,"South West",68,"Wiltshire","A3026","Major","A342","A338",424570,149740,51.24630800,-1.64937410,3.40,2.11,9,2,157,5,30,2,0,0,0,0,0,2,196
7568,"E",2019,"2019-04-25",10,1,"South West",68,"Wiltshire","A3026","Major","A342","A338",424570,149740,51.24630800,-1.64937410,3.40,2.11,1,0,90,4,23,2,1,3,0,0,0,6,123
7568,"E",2019,"2019-04-25",13,1,"South West",68,"Wiltshire","A3026","Major","A342","A338",424570,149740,51.24630800,-1.64937410,3.40,2.11,0,1,100,4,24,3,1,1,0,0,1,6,135
7568,"W",2019,"2019-04-25",17,1,"South West",68,"Wiltshire","A3026","Major","A342","A338",424570,149740,51.24630800,-1.64937410,3.40,2.11,1,0,202,5,21,2,0,0,0,0,0,2,230
7568,"E",2019,"2019-04-25",8,1,"South West",68,"Wiltshire","A3026","Major","A342","A338",424570,149740,51.24630800,-1.64937410,3.40,2.11,3,0,210,3,39,3,7,0,0,0,1,11,263
7568,"W",2019,"2019-04-25",14,1,"South West",68,"Wiltshire","A3026","Major","A342","A338",424570,149740,51.24630800,-1.64937410,3.40,2.11,1,4,146,4,36,1,3,8,0,0,0,12,202
7568,"W",2019,"2019-04-25",7,1,"South West",68,"Wiltshire","A3026","Major","A342","A338",424570,149740,51.24630800,-1.64937410,3.40,2.11,2,0,143,3,57,0,3,0,0,0,0,3,206
7568,"W",2019,"2019-04-25",8,1,"South West",68,"Wiltshire","A3026","Major","A342","A338",424570,149740,51.24630800,-1.64937410,3.40,2.11,2,1,187,4,27,9,4,0,0,0,0,13,232
7568,"W",2019,"2019-04-25",10,1,"South West",68,"Wiltshire","A3026","Major","A342","A338",424570,149740,51.24630800,-1.64937410,3.40,2.11,0,0,105,3,40,6,2,4,0,0,1,13,161
7568,"W",2019,"2019-04-25",12,1,"South West",68,"Wiltshire","A3026","Major","A342","A338",424570,149740,51.24630800,-1.64937410,3.40,2.11,0,0,98,4,36,3,5,0,0,0,0,8,146
7568,"E",2019,"2019-04-25",14,1,"South West",68,"Wiltshire","A3026","Major","A342","A338",424570,149740,51.24630800,-1.64937410,3.40,2.11,0,0,148,4,35,3,0,0,0,2,0,5,192
7568,"W",2019,"2019-04-25",9,1,"South West",68,"Wiltshire","A3026","Major","A342","A338",424570,149740,51.24630800,-1.64937410,3.40,2.11,0,0,131,4,21,4,2,2,3,0,0,11,167
7568,"W",2019,"2019-04-25",11,1,"South West",68,"Wiltshire","A3026","Major","A342","A338",424570,149740,51.24630800,-1.64937410,3.40,2.11,0,0,100,4,19,5,0,12,0,1,0,18,141
7568,"E",2019,"2019-04-25",11,1,"South West",68,"Wiltshire","A3026","Major","A342","A338",424570,149740,51.24630800,-1.64937410,3.40,2.11,1,0,127,4,35,2,2,0,0,0,0,4,170
7568,"E",2019,"2019-04-25",16,1,"South West",68,"Wiltshire","A3026","Major","A342","A338",424570,149740,51.24630800,-1.64937410,3.40,2.11,1,1,145,4,35,1,0,0,0,1,0,2,187
7568,"W",2019,"2019-04-25",18,1,"South West",68,"Wiltshire","A3026","Major","A342","A338",424570,149740,51.24630800,-1.64937410,3.40,2.11,2,0,172,3,17,0,0,0,0,0,0,0,192
7587,"N",2019,"2019-04-05",13,1,"South West",71,"Devon","A388","Major","A3072","A3072",234461,103445,50.80684700,-4.35081710,0.60,0.37,0,1,113,1,40,1,1,1,1,1,0,5,160
7587,"N",2019,"2019-04-05",15,1,"South West",71,"Devon","A388","Major","A3072","A3072",234461,103445,50.80684700,-4.35081710,0.60,0.37,0,1,204,3,54,4,2,0,3,1,0,10,272
7587,"N",2019,"2019-04-05",8,1,"South West",71,"Devon","A388","Major","A3072","A3072",234461,103445,50.80684700,-4.35081710,0.60,0.37,0,1,192,2,51,2,2,2,0,0,3,9,255
7587,"S",2019,"2019-04-05",9,1,"South West",71,"Devon","A388","Major","A3072","A3072",234461,103445,50.80684700,-4.35081710,0.60,0.37,0,0,119,1,41,4,2,1,3,2,1,13,174
7587,"S",2019,"2019-04-05",7,1,"South West",71,"Devon","A388","Major","A3072","A3072",234461,103445,50.80684700,-4.35081710,0.60,0.37,0,0,100,2,28,2,0,1,1,2,1,7,137
7587,"S",2019,"2019-04-05",18,1,"South West",71,"Devon","A388","Major","A3072","A3072",234461,103445,50.80684700,-4.35081710,0.60,0.37,0,0,140,2,38,2,1,0,1,0,0,4,184
7587,"S",2019,"2019-04-05",11,1,"South West",71,"Devon","A388","Major","A3072","A3072",234461,103445,50.80684700,-4.35081710,0.60,0.37,0,0,151,1,54,5,0,1,1,0,4,11,217
7587,"S",2019,"2019-04-05",10,1,"South West",71,"Devon","A388","Major","A3072","A3072",234461,103445,50.80684700,-4.35081710,0.60,0.37,0,1,151,0,32,5,0,0,0,2,1,8,192
7587,"S",2019,"2019-04-05",17,1,"South West",71,"Devon","A388","Major","A3072","A3072",234461,103445,50.80684700,-4.35081710,0.60,0.37,0,2,205,0,48,2,3,0,0,0,2,7,262
7587,"S",2019,"2019-04-05",12,1,"South West",71,"Devon","A388","Major","A3072","A3072",234461,103445,50.80684700,-4.35081710,0.60,0.37,0,1,166,0,46,3,2,2,2,0,3,12,225
7587,"N",2019,"2019-04-05",11,1,"South West",71,"Devon","A388","Major","A3072","A3072",234461,103445,50.80684700,-4.35081710,0.60,0.37,0,0,160,0,34,4,1,2,1,1,3,12,206
7587,"N",2019,"2019-04-05",16,1,"South West",71,"Devon","A388","Major","A3072","A3072",234461,103445,50.80684700,-4.35081710,0.60,0.37,0,1,181,0,35,1,0,2,0,1,2,6,223
7587,"N",2019,"2019-04-05",10,1,"South West",71,"Devon","A388","Major","A3072","A3072",234461,103445,50.80684700,-4.35081710,0.60,0.37,0,0,164,1,47,6,1,3,1,0,1,12,224
7587,"N",2019,"2019-04-05",12,1,"South West",71,"Devon","A388","Major","A3072","A3072",234461,103445,50.80684700,-4.35081710,0.60,0.37,0,1,132,1,30,3,2,4,0,0,1,10,174
7587,"S",2019,"2019-04-05",13,1,"South West",71,"Devon","A388","Major","A3072","A3072",234461,103445,50.80684700,-4.35081710,0.60,0.37,0,0,156,1,38,2,1,1,2,1,1,8,203
7587,"S",2019,"2019-04-05",15,1,"South West",71,"Devon","A388","Major","A3072","A3072",234461,103445,50.80684700,-4.35081710,0.60,0.37,0,1,201,2,47,3,1,0,1,0,0,5,256
7587,"S",2019,"2019-04-05",16,1,"South West",71,"Devon","A388","Major","A3072","A3072",234461,103445,50.80684700,-4.35081710,0.60,0.37,0,0,171,1,50,2,2,1,0,0,0,5,227
